"division","gender","belt","weight","fight","day","date","time","winner_idx","comp01_n","ID_1","comp01_name","comp01_club","comp01_dq","comp01_won","comp02_n","ID_2","comp02_name","comp02_club","comp02_dq","comp02_won"
"Master 5","Male","BLACK","Medium Heavy","BYE","BYE","BYE","BYE",1,"11",7140,"Raimundo Nonato Barroso Sales","Atos Jiu-Jitsu",0,1,"BYE",7140,"BYE","BYE",0,1
"Master 5","Male","BLACK","Medium Heavy","BYE","BYE","BYE","BYE",1,"9",7141,"Carlos E Hernandez","The Farm Brazilian Jiu-Jitsu",0,1,"BYE",7141,"BYE","BYE",0,1
"Master 5","Male","BLACK","Medium Heavy","FIGHT 60","Fri","09/02","05:13 PM",1,"3",7142,"Rogério Camargo Leite","Carlson Gracie Team",0,1,"6",7142,"Amal B Easton","Easton BJJ",0,0
"Master 5","Male","BLUE","Heavy","FIGHT 51","Sat","09/03","03:02 PM",2,"8",7143,"Kenneth Van Smith","Luis Rubalcava",0,0,"12",7143,"Barend Andries Snyman","GF Team",0,1
"Master 5","Male","BLUE","Heavy","FIGHT 60","Sat","09/03","04:05 PM",1,"7",7144,"Thomas Ishmael Bradley","Gracie Humaita",0,1,"11",7144,"Christopher James Mobley","Combat Base Kalamazoo",1,0
"Master 5","Male","BLUE","Heavy","FIGHT 63","Sat","09/03","04:24 PM",2,"1",7145,"Marc Steven Gillotti","Six Blades Jiu-Jitsu",1,0,"12",7145,"Barend Andries Snyman","GF Team",0,1
"Master 5","Male","BLUE","Heavy","FIGHT 65","Sat","09/03","04:41 PM",2,"3",7146,"Jon Thomas Jasper","Renzo Gracie Houston",0,0,"10",7146,"Daniel Richard Petrone","Alliance ",0,1
"Master 5","Male","BLUE","Heavy","FIGHT 61","Sat","09/03","04:13 PM",2,"2",7147,"Alexander V Rovner","3rd Generation Jiu-Jitsu Academy",0,0,"7",7147,"Thomas Ishmael Bradley","Gracie Humaita",0,1
"Master 5","Male","BLUE","Heavy","BYE","BYE","BYE","BYE",1,"1",7148,"Marc Steven Gillotti","Six Blades Jiu-Jitsu",0,1,"BYE",7148,"BYE","BYE",0,1
"Master 5","Male","BLUE","Heavy","BYE","BYE","BYE","BYE",1,"2",7149,"Alexander V Rovner","3rd Generation Jiu-Jitsu Academy",0,1,"BYE",7149,"BYE","BYE",0,1
"Master 5","Male","BLUE","Heavy","FIGHT 64","Sat","09/03","04:31 PM",1,"10",7150,"Daniel Richard Petrone","Alliance ",0,1,"12",7150,"Barend Andries Snyman","GF Team",0,0
"Master 5","Male","BLUE","Heavy","FIGHT 62","Sat","09/03","04:26 PM",1,"3",7151,"Jon Thomas Jasper","Renzo Gracie Houston",0,1,"7",7151,"Thomas Ishmael Bradley","Gracie Humaita",0,0
"Master 5","Male","BLUE","Heavy","FIGHT 50","Sat","09/03","02:55 PM",2,"6",7152,"Vito Garfi","Tribal Gym",0,0,"10",7152,"Daniel Richard Petrone","Alliance ",0,1
"Master 5","Male","BLUE","Heavy","FIGHT 55","Sat","09/03","03:37 PM",1,"5",7153,"Pip Santos","Curucuruland BJJ",0,1,"9",7153,"Dante Luis Chong","Soul Fighters BJJ",0,0
"Master 5","Male","BLUE","Heavy","FIGHT 57","Sat","09/03","03:51 PM",2,"4",7154,"David Troy Aucoin","LCCT Midsouth",0,0,"10",7154,"Daniel Richard Petrone","Alliance ",0,1
"Master 5","Male","BLUE","Heavy","FIGHT 59","Sat","09/03","04:06 PM",1,"3",7155,"Jon Thomas Jasper","Renzo Gracie Houston",0,1,"5",7155,"Pip Santos","Curucuruland BJJ",0,0
"Master 5","Male","BLUE","Heavy","BYE","BYE","BYE","BYE",1,"4",7156,"David Troy Aucoin","LCCT Midsouth",0,1,"BYE",7156,"BYE","BYE",0,1
"Master 5","Male","BLUE","Heavy","BYE","BYE","BYE","BYE",1,"3",7157,"Jon Thomas Jasper","Renzo Gracie Houston",0,1,"BYE",7157,"BYE","BYE",0,1
"Master 5","Male","PURPLE","Heavy","FIGHT 50","Sat","09/03","03:23 PM",1,"8",7158,"Kelvin M Boone","Carlson Gracie Team",0,1,"9",7158,"David Groft","Yamasaki Academy",0,0
"Master 5","Male","PURPLE","Heavy","BYE","BYE","BYE","BYE",1,"2",7159,"Conrad David Spangler II","Renzo Gracie Houston",0,1,"BYE",7159,"BYE","BYE",0,1
"Master 5","Male","PURPLE","Heavy","FIGHT 58","Sat","09/03","04:05 PM",1,"1",7160,"Michael R Smith","Casa of Jiu-Jitsu",0,1,"8",7160,"Kelvin M Boone","Carlson Gracie Team",0,0
"Master 5","Male","PURPLE","Heavy","FIGHT 63","Sat","09/03","04:34 PM",2,"2",7161,"Conrad David Spangler II","Renzo Gracie Houston",0,0,"4",7161,"Alex Almeida Cavalcante da Silva","Drill BJJ",0,1
"Master 5","Male","PURPLE","Heavy","FIGHT 55","Sat","09/03","03:55 PM",2,"7",7162,"Robert L Smith","Kronos BJJ HQ",0,0,"2",7162,"Conrad David Spangler II","Renzo Gracie Houston",0,1
"Master 5","Male","PURPLE","Heavy","BYE","BYE","BYE","BYE",1,"1",7163,"Michael R Smith","Casa of Jiu-Jitsu",0,1,"BYE",7163,"BYE","BYE",0,1
"Master 5","Male","PURPLE","Heavy","BYE","BYE","BYE","BYE",1,"7",7164,"Robert L Smith","Kronos BJJ HQ",0,1,"BYE",7164,"BYE","BYE",0,1
"Master 5","Male","PURPLE","Heavy","FIGHT 61","Sat","09/03","04:21 PM",1,"4",7165,"Alex Almeida Cavalcante da Silva","Drill BJJ",0,1,"1",7165,"Michael R Smith","Casa of Jiu-Jitsu",0,0
"Master 5","Male","PURPLE","Heavy","FIGHT 59","Sat","09/03","04:12 PM",2,"3",7166,"Eric John Vogt","Brasa CTA",0,0,"2",7166,"Conrad David Spangler II","Renzo Gracie Houston",0,1
"Master 5","Male","PURPLE","Heavy","BYE","BYE","BYE","BYE",1,"4",7167,"Alex Almeida Cavalcante da Silva","Drill BJJ",0,1,"BYE",7167,"BYE","BYE",0,1
"Master 5","Male","PURPLE","Heavy","BYE","BYE","BYE","BYE",1,"3",7168,"Eric John Vogt","Brasa CTA",0,1,"BYE",7168,"BYE","BYE",0,1
"Master 5","Male","PURPLE","Heavy","FIGHT 54","Sat","09/03","03:49 PM",2,"6",7169,"Peter Wilson","Stealth BJJ",0,0,"4",7169,"Alex Almeida Cavalcante da Silva","Drill BJJ",0,1
"Master 5","Male","PURPLE","Heavy","FIGHT 57","Sat","09/03","04:03 PM",2,"5",7170,"Robert Howard F French Jr","Carlson Gracie Team",1,0,"3",7170,"Eric John Vogt","Brasa CTA",0,1
"Master 5","Male","PURPLE","Heavy","BYE","BYE","BYE","BYE",1,"6",7171,"Peter Wilson","Stealth BJJ",0,1,"BYE",7171,"BYE","BYE",0,1
"Master 5","Male","PURPLE","Heavy","BYE","BYE","BYE","BYE",1,"5",7172,"Robert Howard F French Jr","Carlson Gracie Team",0,1,"BYE",7172,"BYE","BYE",0,1
"Master 5","Male","BROWN","Heavy","FIGHT 56","Thu","09/01","04:39 PM",2,"4",7173,"John P Toribio","Jiu Jitsu Family Traning Center",0,0,"14",7173,"Aaron Andrew Light","Combat Base",0,1
"Master 5","Male","BROWN","Heavy","FIGHT 62","Thu","09/01","05:19 PM",2,"3",7174,"Kevin Damon Edgerton","Brazilian Top Team",0,0,"13",7174,"Craig S Doerfert","Ares BJJ",0,1
"Master 5","Male","BROWN","Heavy","FIGHT 64","Thu","09/01","05:23 PM",1,"6",7175,"James Michael","Valko BJJ Academy",0,1,"14",7175,"Aaron Andrew Light","Combat Base",0,1
"Master 5","Male","BROWN","Heavy","FIGHT 72","Thu","09/01","06:15 PM",1,"13",7176,"Craig S Doerfert","Ares BJJ",0,1,"6",7176,"James Michael","Valko BJJ Academy",0,0
"Master 5","Male","BROWN","Heavy","FIGHT 66","Thu","09/01","05:37 PM",2,"5",7177,"Michael LeMond","LEAD BJJ",0,0,"13",7177,"Craig S Doerfert","Ares BJJ",0,1
"Master 5","Male","BROWN","Heavy","FIGHT 63","Thu","09/01","05:20 PM",1,"6",7178,"James Michael","Valko BJJ Academy",0,1,"10",7178,"Michael Kenneth Froese","Brasa CTA",1,0
"Master 5","Male","BROWN","Heavy","FIGHT 61","Thu","09/01","05:09 PM",1,"5",7179,"Michael LeMond","LEAD BJJ",0,1,"9",7179,"Ralf Schirrmacher","Carlson Gracie Team",0,0
"Master 5","Male","BROWN","Heavy","FIGHT 70","Thu","09/01","05:54 PM",2,"1",7180,"Trevor Allen Burns","Schell Shock BJJ",0,0,"6",7180,"James Michael","Valko BJJ Academy",0,1
"Master 5","Male","BROWN","Heavy","FIGHT 71","Thu","09/01","06:07 PM",2,"7",7181,"Michael Jeffrey Whitener","Charlotte Jiu-Jitsu Academy",0,0,"13",7181,"Craig S Doerfert","Ares BJJ",0,1
"Master 5","Male","BROWN","Heavy","FIGHT 68","Thu","09/01","05:32 PM",2,"8",7182,"Mark David Hunter","Rilion Gracie Jiu-Jitsu Academy",1,0,"12",7182,"Eric William J Stansifer","Relson Gracie",0,1
"Master 5","Male","BROWN","Heavy","FIGHT 65","Thu","09/01","05:31 PM",1,"7",7183,"Michael Jeffrey Whitener","Charlotte Jiu-Jitsu Academy",0,1,"11",7183,"Ivan Moya","Athletic Advance",0,0
"Master 5","Male","BROWN","Heavy","FIGHT 67","Thu","09/01","05:42 PM",1,"1",7184,"Trevor Allen Burns","Schell Shock BJJ",0,1,"12",7184,"Eric William J Stansifer","Relson Gracie",0,0
"Master 5","Male","BROWN","Heavy","FIGHT 69","Thu","09/01","05:48 PM",2,"2",7185,"David Akina","CheckMat",0,0,"7",7185,"Michael Jeffrey Whitener","Charlotte Jiu-Jitsu Academy",0,1
"Master 5","Male","BROWN","Heavy","BYE","BYE","BYE","BYE",1,"1",7186,"Trevor Allen Burns","Schell Shock BJJ",0,1,"BYE",7186,"BYE","BYE",0,1
"Master 5","Male","BROWN","Heavy","BYE","BYE","BYE","BYE",1,"2",7187,"David Akina","CheckMat",0,1,"BYE",7187,"BYE","BYE",0,1
"Master 5","Male","BLACK","Heavy","FIGHT 46","Fri","09/02","03:15 PM",2,"16",7188,"Ryan Charles Drexler","Street Sports BJJ- Sherman Oaks",0,0,"24",7188,"Brent Chester Hertenlehner","CheckMat",0,1
"Master 5","Male","BLACK","Heavy","FIGHT 47","Fri","09/02","02:44 PM",2,"14",7189,"George B Reffett","Team James Clingerman",0,0,"22",7189,"Erick Farias Tavares","Moura Jiu-Jitsu Clube",0,1
"Master 5","Male","BLACK","Heavy","FIGHT 50","Fri","09/02","03:46 PM",1,"1",7190,"Carlos Alberto Terrinha","Gracie Barra",0,1,"24",7190,"Brent Chester Hertenlehner","CheckMat",0,0
"Master 5","Male","BLACK","Heavy","FIGHT 59","Fri","09/02","04:35 PM",2,"4",7191,"José Marcello Figueira Rodrigues","Icon Jiu-Jitsu Team",0,0,"1",7191,"Carlos Alberto Terrinha","Gracie Barra",0,1
"Master 5","Male","BLACK","Heavy","FIGHT 49","Fri","09/02","03:07 PM",1,"4",7192,"José Marcello Figueira Rodrigues","Icon Jiu-Jitsu Team",0,1,"22",7192,"Erick Farias Tavares","Moura Jiu-Jitsu Clube",0,0
"Master 5","Male","BLACK","Heavy","BYE","BYE","BYE","BYE",1,"1",7193,"Carlos Alberto Terrinha","Gracie Barra",0,1,"BYE",7193,"BYE","BYE",0,1
"Master 5","Male","BLACK","Heavy","BYE","BYE","BYE","BYE",1,"4",7194,"José Marcello Figueira Rodrigues","Icon Jiu-Jitsu Team",0,1,"BYE",7194,"BYE","BYE",0,1
"Master 5","Male","BLACK","Heavy","FIGHT 55","Fri","09/02","04:10 PM",2,"8",7195,"Hartmut Heske","Mach One",0,0,"1",7195,"Carlos Alberto Terrinha","Gracie Barra",0,1
"Master 5","Male","BLACK","Heavy","FIGHT 54","Fri","09/02","03:38 PM",2,"10",7196,"Eduardo Guzman Avelar","Ground Dwellers",0,0,"4",7196,"José Marcello Figueira Rodrigues","Icon Jiu-Jitsu Team",0,1
"Master 5","Male","BLACK","Heavy","FIGHT 48","Fri","09/02","03:33 PM",2,"12",7197,"Charles Kilyan Mcguire","American Top Team",0,0,"20",7197,"James Russell Collins","Fredson Paixao BJJ Las Vegas",0,1
"Master 5","Male","BLACK","Heavy","FIGHT 51","Fri","09/02","03:26 PM",1,"10",7198,"Eduardo Guzman Avelar","Ground Dwellers",0,1,"18",7198,"Mark Shawn Smith","Caveirinha Jiu-Jitsu Family USA",1,0
"Master 5","Male","BLACK","Heavy","FIGHT 51","Fri","09/02","03:53 PM",1,"8",7199,"Hartmut Heske","Mach One",0,1,"20",7199,"James Russell Collins","Fredson Paixao BJJ Las Vegas",0,0
"Master 5","Male","BLACK","Heavy","FIGHT 52","Fri","09/02","02:47 PM",2,"6",7200,"Timothy Stephen Church","Brazilian Top Team",1,0,"10",7200,"Eduardo Guzman Avelar","Ground Dwellers",0,1
"Master 5","Male","BLACK","Heavy","BYE","BYE","BYE","BYE",1,"8",7201,"Hartmut Heske","Mach One",0,1,"BYE",7201,"BYE","BYE",0,1
"Master 5","Male","BLACK","Heavy","BYE","BYE","BYE","BYE",1,"6",7202,"Timothy Stephen Church","Brazilian Top Team",0,1,"BYE",7202,"BYE","BYE",0,1
"Master 5","Male","BLACK","Heavy","FIGHT 48","Fri","09/02","02:51 PM",2,"15",7203,"Ronald Blaine Crook","Foster Brazilian Jiu-Jitsu",0,0,"23",7203,"Cezar Takeyoshi Ikehara","Ikehara Academy",0,1
"Master 5","Male","BLACK","Heavy","FIGHT 50","Fri","09/02","03:12 PM",1,"13",7204,"Michael Shannon Busby","Gracie Barra",0,1,"21",7204,"Israel Ramos","Revolution Dojo",0,0
"Master 5","Male","BLACK","Heavy","FIGHT 51","Fri","09/02","03:17 PM",2,"2",7205,"Frederick Joseph Ramie","Renato Tavares Association",0,0,"23",7205,"Cezar Takeyoshi Ikehara","Ikehara Academy",0,1
"Master 5","Male","BLACK","Heavy","FIGHT 61","Fri","09/02","04:27 PM",1,"3",7206,"Sérgio Ávila","CheckMat",0,1,"23",7206,"Cezar Takeyoshi Ikehara","Ikehara Academy",0,0
"Master 5","Male","BLACK","Heavy","FIGHT 53","Fri","09/02","03:34 PM",1,"3",7207,"Sérgio Ávila","CheckMat",0,1,"13",7207,"Michael Shannon Busby","Gracie Barra",0,0
"Master 5","Male","BLACK","Heavy","BYE","BYE","BYE","BYE",1,"2",7208,"Frederick Joseph Ramie","Renato Tavares Association",0,1,"BYE",7208,"BYE","BYE",0,1
"Master 5","Male","BLACK","Heavy","BYE","BYE","BYE","BYE",1,"3",7209,"Sérgio Ávila","CheckMat",0,1,"BYE",7209,"BYE","BYE",0,1
"Master 5","Male","BLACK","Heavy","FIGHT 58","Fri","09/02","04:05 PM",2,"19",7210,"Marcelo Oliveira","Brasa CTA",0,0,"23",7210,"Cezar Takeyoshi Ikehara","Ikehara Academy",0,1
"Master 5","Male","BLACK","Heavy","FIGHT 56","Fri","09/02","03:52 PM",2,"5",7211,"Jeffrey Alan Maloney","Six Blades Jiu-Jitsu",0,0,"3",7211,"Sérgio Ávila","CheckMat",0,1
"Master 5","Male","BLACK","Heavy","FIGHT 52","Fri","09/02","03:24 PM",2,"11",7212,"Gregory Cinelli","Fenix BJJ Woburn",0,0,"19",7212,"Marcelo Oliveira","Brasa CTA",0,1
"Master 5","Male","BLACK","Heavy","FIGHT 49","Fri","09/02","03:04 PM",2,"9",7213,"Gilberto Monroy Aguas","Alliance ",0,0,"17",7213,"Robert T Moss","Relson Gracie",0,1
"Master 5","Male","BLACK","Heavy","FIGHT 54","Fri","09/02","03:40 PM",2,"7",7214,"James Clark Jr","Gracie Barra BJJ",0,0,"19",7214,"Marcelo Oliveira","Brasa CTA",0,1
"Master 5","Male","BLACK","Heavy","FIGHT 51","Fri","09/02","03:21 PM",1,"5",7215,"Jeffrey Alan Maloney","Six Blades Jiu-Jitsu",0,1,"17",7215,"Robert T Moss","Relson Gracie",0,0
"Master 5","Male","BLACK","Heavy","BYE","BYE","BYE","BYE",1,"7",7216,"James Clark Jr","Gracie Barra BJJ",0,1,"BYE",7216,"BYE","BYE",0,1
"Master 5","Male","BLACK","Heavy","BYE","BYE","BYE","BYE",1,"5",7217,"Jeffrey Alan Maloney","Six Blades Jiu-Jitsu",0,1,"BYE",7217,"BYE","BYE",0,1
"Master 5","Male","BLACK","Heavy","FIGHT 61","Fri","09/02","05:25 PM",1,"3",7218,"Sérgio Ávila","CheckMat",0,1,"1",7218,"Carlos Alberto Terrinha","Gracie Barra",0,0
"Master 5","Male","BLUE","Super Heavy","FIGHT 58","Sat","09/03","03:40 PM",2,"7",7219,"Ronald Eugene Pettigrew","Double Five",1,0,"10",7219,"Brian Moore Kiefer","Ares BJJ",0,1
"Master 5","Male","BLUE","Super Heavy","FIGHT 52","Sat","09/03","03:16 PM",1,"8",7220,"Glen Alan Outcalt","Renzo Gracie Colorado",0,1,"11",7220,"Brian F Richards","SAS Team ",0,0
"Master 5","Male","BLUE","Super Heavy","FIGHT 60","Sat","09/03","03:52 PM",1,"2",7221,"David John Firth","Gracie Barra",0,1,"10",7221,"Brian Moore Kiefer","Ares BJJ",0,0
"Master 5","Male","BLUE","Super Heavy","FIGHT 69","Sat","09/03","05:08 PM",2,"1",7222,"Ricky James Savage","Atos Jiu-Jitsu",0,0,"5",7222,"Charles Spencer Cook","CheckMat",0,1
"Master 5","Male","BLUE","Super Heavy","FIGHT 59","Sat","09/03","03:45 PM",1,"1",7223,"Ricky James Savage","Atos Jiu-Jitsu",0,1,"8",7223,"Glen Alan Outcalt","Renzo Gracie Colorado",0,0
"Master 5","Male","BLUE","Super Heavy","BYE","BYE","BYE","BYE",1,"2",7224,"David John Firth","Gracie Barra",0,1,"BYE",7224,"BYE","BYE",0,1
"Master 5","Male","BLUE","Super Heavy","BYE","BYE","BYE","BYE",1,"1",7225,"Ricky James Savage","Atos Jiu-Jitsu",0,1,"BYE",7225,"BYE","BYE",0,1
"Master 5","Male","BLUE","Super Heavy","FIGHT 66","Sat","09/03","04:44 PM",1,"5",7226,"Charles Spencer Cook","CheckMat",0,1,"2",7226,"David John Firth","Gracie Barra",0,0
"Master 5","Male","BLUE","Super Heavy","FIGHT 61","Sat","09/03","04:01 PM",2,"4",7227,"Max Eugen Boedder","Carlson Gracie Team",0,0,"1",7227,"Ricky James Savage","Atos Jiu-Jitsu",0,1
"Master 5","Male","BLUE","Super Heavy","FIGHT 54","Sat","09/03","03:21 PM",1,"5",7228,"Charles Spencer Cook","CheckMat",0,1,"9",7228,"Frank William Forman","Cleber Jiu Jitsu",0,0
"Master 5","Male","BLUE","Super Heavy","BYE","BYE","BYE","BYE",1,"4",7229,"Max Eugen Boedder","Carlson Gracie Team",0,1,"BYE",7229,"BYE","BYE",0,1
"Master 5","Male","BLUE","Super Heavy","FIGHT 64","Sat","09/03","04:32 PM",2,"3",7230,"Ivo Gobatto Junior","G13 BJJ ",1,0,"5",7230,"Charles Spencer Cook","CheckMat",0,1
"Master 5","Male","BLUE","Super Heavy","FIGHT 57","Sat","09/03","03:33 PM",2,"6",7231,"James Timothy Winder","Prime Jiu-Jitsu Center",0,0,"4",7231,"Max Eugen Boedder","Carlson Gracie Team",0,1
"Master 5","Male","BLUE","Super Heavy","BYE","BYE","BYE","BYE",1,"3",7232,"Ivo Gobatto Junior","G13 BJJ ",0,1,"BYE",7232,"BYE","BYE",0,1
"Master 5","Male","BLUE","Super Heavy","BYE","BYE","BYE","BYE",1,"6",7233,"James Timothy Winder","Prime Jiu-Jitsu Center",0,1,"BYE",7233,"BYE","BYE",0,1
"Master 5","Male","PURPLE","Super Heavy","FIGHT 47","Sat","09/03","03:04 PM",2,"8",7234,"Robert Fitzpatrick","Jiu-Jitsu For The People - Sheridan BJJ",0,0,"10",7234,"Andrey Arefyev","Pedro Sauer Team",0,1
"Master 5","Male","PURPLE","Super Heavy","FIGHT 52","Sat","09/03","03:43 PM",1,"7",7235,"Jeffrey Alexander","Jiu-Jitsu For The People - Sheridan BJJ",0,1,"9",7235,"Daniel Powers Manriques","R1NG BJJ",1,0
"Master 5","Male","PURPLE","Super Heavy","FIGHT 53","Sat","09/03","03:50 PM",2,"1",7236,"Kip Edward Simpson","Gracie Barra",0,0,"10",7236,"Andrey Arefyev","Pedro Sauer Team",0,1
"Master 5","Male","PURPLE","Super Heavy","FIGHT 63","Sat","09/03","04:43 PM",2,"2",7237,"Alain Orozco","American Top Team",0,0,"10",7237,"Andrey Arefyev","Pedro Sauer Team",0,1
"Master 5","Male","PURPLE","Super Heavy","FIGHT 58","Sat","09/03","04:23 PM",1,"2",7238,"Alain Orozco","American Top Team",0,1,"7",7238,"Jeffrey Alexander","Jiu-Jitsu For The People - Sheridan BJJ",0,0
"Master 5","Male","PURPLE","Super Heavy","BYE","BYE","BYE","BYE",1,"1",7239,"Kip Edward Simpson","Gracie Barra",0,1,"BYE",7239,"BYE","BYE",0,1
"Master 5","Male","PURPLE","Super Heavy","BYE","BYE","BYE","BYE",1,"2",7240,"Alain Orozco","American Top Team",0,1,"BYE",7240,"BYE","BYE",0,1
"Master 5","Male","PURPLE","Super Heavy","FIGHT 60","Sat","09/03","04:30 PM",2,"6",7241,"Cory W Barton","McVicker's Brazilian Jiu Jitsu",0,0,"10",7241,"Andrey Arefyev","Pedro Sauer Team",0,1
"Master 5","Male","PURPLE","Super Heavy","FIGHT 62","Sat","09/03","04:40 PM",2,"5",7242,"Marcus James Mataya","Cascao Jiu-Jitsu",0,0,"2",7242,"Alain Orozco","American Top Team",0,1
"Master 5","Male","PURPLE","Super Heavy","BYE","BYE","BYE","BYE",1,"4",7243,"William Charles Gerhauser","Fight Sports",0,1,"BYE",7243,"BYE","BYE",0,1
"Master 5","Male","PURPLE","Super Heavy","BYE","BYE","BYE","BYE",1,"3",7244,"Brian William Duzet","Optimus BJJ",0,1,"BYE",7244,"BYE","BYE",0,1
"Master 5","Male","PURPLE","Super Heavy","FIGHT 56","Sat","09/03","04:04 PM",1,"6",7245,"Cory W Barton","McVicker's Brazilian Jiu Jitsu",0,1,"4",7245,"William Charles Gerhauser","Fight Sports",0,0
"Master 5","Male","PURPLE","Super Heavy","FIGHT 51","Sat","09/03","03:42 PM",1,"5",7246,"Marcus James Mataya","Cascao Jiu-Jitsu",0,1,"3",7246,"Brian William Duzet","Optimus BJJ",0,0
"Master 5","Male","PURPLE","Super Heavy","BYE","BYE","BYE","BYE",1,"6",7247,"Cory W Barton","McVicker's Brazilian Jiu Jitsu",0,1,"BYE",7247,"BYE","BYE",0,1
"Master 5","Male","PURPLE","Super Heavy","BYE","BYE","BYE","BYE",1,"5",7248,"Marcus James Mataya","Cascao Jiu-Jitsu",0,1,"BYE",7248,"BYE","BYE",0,1
"Master 5","Male","BROWN","Super Heavy","FIGHT 58","Thu","09/01","05:05 PM",2,"7",7249,"Glen Mahoney","Legacy",0,0,"9",7249,"Adrian K Y Sing Pang Kee","Grappling Unlimited",0,1
"Master 5","Male","BROWN","Super Heavy","BYE","BYE","BYE","BYE",1,"2",7250,"Shawn Wayne Plaster","Carlson Gracie Team",0,1,"BYE",7250,"BYE","BYE",0,1
"Master 5","Male","BROWN","Super Heavy","FIGHT 62","Thu","09/01","05:16 PM",1,"1",7251,"Oleg Vasilyev","Inglorious Grapplers",0,1,"9",7251,"Adrian K Y Sing Pang Kee","Grappling Unlimited",0,0
"Master 5","Male","BROWN","Super Heavy","FIGHT 67","Thu","09/01","05:58 PM",2,"3",7252,"Igor Dolmatov","Lion Academy",0,0,"1",7252,"Oleg Vasilyev","Inglorious Grapplers",0,1
"Master 5","Male","BROWN","Super Heavy","FIGHT 60","Thu","09/01","04:58 PM",1,"8",7253,"Brian Joseph Schell","Gracie Humaita",0,1,"2",7253,"Shawn Wayne Plaster","Carlson Gracie Team",0,0
"Master 5","Male","BROWN","Super Heavy","BYE","BYE","BYE","BYE",1,"1",7254,"Oleg Vasilyev","Inglorious Grapplers",0,1,"BYE",7254,"BYE","BYE",0,1
"Master 5","Male","BROWN","Super Heavy","BYE","BYE","BYE","BYE",1,"8",7255,"Brian Joseph Schell","Gracie Humaita",0,1,"BYE",7255,"BYE","BYE",0,1
"Master 5","Male","BROWN","Super Heavy","FIGHT 66","Thu","09/01","05:43 PM",2,"4",7256,"Robert  Wayne Carter","Gracie Humaita",0,0,"1",7256,"Oleg Vasilyev","Inglorious Grapplers",0,1
"Master 5","Male","BROWN","Super Heavy","FIGHT 65","Thu","09/01","05:36 PM",1,"3",7257,"Igor Dolmatov","Lion Academy",0,1,"8",7257,"Brian Joseph Schell","Gracie Humaita",0,0
"Master 5","Male","BROWN","Super Heavy","BYE","BYE","BYE","BYE",1,"4",7258,"Robert  Wayne Carter","Gracie Humaita",0,1,"BYE",7258,"BYE","BYE",0,1
"Master 5","Male","BROWN","Super Heavy","BYE","BYE","BYE","BYE",1,"3",7259,"Igor Dolmatov","Lion Academy",0,1,"BYE",7259,"BYE","BYE",0,1
"Master 5","Male","BROWN","Super Heavy","FIGHT 64","Thu","09/01","05:28 PM",2,"6",7260,"Paul A Lettich","Jiu Jitsu Family Traning Center",0,0,"4",7260,"Robert  Wayne Carter","Gracie Humaita",0,1
"Master 5","Male","BROWN","Super Heavy","FIGHT 63","Thu","09/01","05:24 PM",2,"5",7261,"Scott Repec","CheckMat",0,0,"3",7261,"Igor Dolmatov","Lion Academy",0,1
"Master 5","Male","BROWN","Super Heavy","BYE","BYE","BYE","BYE",1,"6",7262,"Paul A Lettich","Jiu Jitsu Family Traning Center",0,1,"BYE",7262,"BYE","BYE",0,1
"Master 5","Male","BROWN","Super Heavy","BYE","BYE","BYE","BYE",1,"5",7263,"Scott Repec","CheckMat",0,1,"BYE",7263,"BYE","BYE",0,1
"Master 5","Male","BLACK","Super Heavy","FIGHT 47","Fri","09/02","02:39 PM",1,"1",7264,"Christopher E Howe","McVicker's Brazilian Jiu Jitsu",0,1,"16",7264,"Andreas A Mittry","Double Five",0,0
"Master 5","Male","BLACK","Super Heavy","FIGHT 46","Fri","09/02","03:19 PM",1,"2",7265,"Paulo R Castro","Gracie Barra",0,1,"15",7265,"Edward Martin Garcia Martinez","Fabin Rosa Brazilian Jiu-Jitsu",0,0
"Master 5","Male","BLACK","Super Heavy","FIGHT 52","Fri","09/02","03:40 PM",2,"12",7266,"Kola T Ajose","LCCT - Combat Team",0,0,"1",7266,"Christopher E Howe","McVicker's Brazilian Jiu Jitsu",0,1
"Master 5","Male","BLACK","Super Heavy","FIGHT 62","Fri","09/02","05:35 PM",1,"2",7267,"Paulo R Castro","Gracie Barra",0,1,"1",7267,"Christopher E Howe","McVicker's Brazilian Jiu Jitsu",0,0
"Master 5","Male","BLACK","Super Heavy","FIGHT 58","Fri","09/02","04:28 PM",2,"7",7268,"Thorin Oakenshield Ryan","Ralph Gracie",0,0,"2",7268,"Paulo R Castro","Gracie Barra",0,1
"Master 5","Male","BLACK","Super Heavy","FIGHT 57","Fri","09/02","03:32 PM",2,"8",7269,"Zoltan Bathory","Gracie Humaita",1,0,"12",7269,"Kola T Ajose","LCCT - Combat Team",0,1
"Master 5","Male","BLACK","Super Heavy","FIGHT 55","Fri","09/02","04:22 PM",1,"7",7270,"Thorin Oakenshield Ryan","Ralph Gracie",0,1,"11",7270,"Mark Frank Mireles","Jean Jacques Machado BJJ",1,0
"Master 5","Male","BLACK","Super Heavy","FIGHT 60","Fri","09/02","04:39 PM",2,"4",7271,"Luiz Eduardo Rocha de Faria","Six Blades Jiu-Jitsu",0,0,"1",7271,"Christopher E Howe","McVicker's Brazilian Jiu Jitsu",0,1
